commodity,state,time,country,total_import_values
339 Miscellaneous Manufactured Commodities,Kansas,2018,World Total,"292,120,078"
339 Miscellaneous Manufactured Commodities,Kentucky,2014,World Total,"736,582,237"
339 Miscellaneous Manufactured Commodities,Kentucky,2015,World Total,"826,852,451"
339 Miscellaneous Manufactured Commodities,Kentucky,2016,World Total,"974,228,305"
339 Miscellaneous Manufactured Commodities,Kentucky,2017,World Total,"1,237,267,827"
339 Miscellaneous Manufactured Commodities,Kentucky,2018,World Total,"1,478,032,574"
339 Miscellaneous Manufactured Commodities,Louisiana,2014,World Total,"120,229,567"
339 Miscellaneous Manufactured Commodities,Louisiana,2015,World Total,"116,156,296"
339 Miscellaneous Manufactured Commodities,Louisiana,2016,World Total,"108,650,058"
339 Miscellaneous Manufactured Commodities,Louisiana,2017,World Total,"127,984,048"
339 Miscellaneous Manufactured Commodities,Louisiana,2018,World Total,"122,060,330"
339 Miscellaneous Manufactured Commodities,Maine,2014,World Total,"34,052,523"
339 Miscellaneous Manufactured Commodities,Maine,2015,World Total,"35,404,652"
339 Miscellaneous Manufactured Commodities,Maine,2016,World Total,"26,115,228"
339 Miscellaneous Manufactured Commodities,Maine,2017,World Total,"26,560,728"
339 Miscellaneous Manufactured Commodities,Maine,2018,World Total,"25,787,370"
339 Miscellaneous Manufactured Commodities,Maryland,2014,World Total,"1,181,702,978"
339 Miscellaneous Manufactured Commodities,Maryland,2015,World Total,"1,356,296,137"
339 Miscellaneous Manufactured Commodities,Maryland,2016,World Total,"1,194,964,566"
339 Miscellaneous Manufactured Commodities,Maryland,2017,World Total,"833,630,439"
339 Miscellaneous Manufactured Commodities,Maryland,2018,World Total,"840,560,194"
339 Miscellaneous Manufactured Commodities,Massachusetts,2014,World Total,"3,378,576,351"
339 Miscellaneous Manufactured Commodities,Massachusetts,2015,World Total,"3,588,642,290"
339 Miscellaneous Manufactured Commodities,Massachusetts,2016,World Total,"3,694,378,592"
339 Miscellaneous Manufactured Commodities,Massachusetts,2017,World Total,"3,795,535,341"
339 Miscellaneous Manufactured Commodities,Massachusetts,2018,World Total,"3,970,962,535"
339 Miscellaneous Manufactured Commodities,Michigan,2014,World Total,"896,669,000"
339 Miscellaneous Manufactured Commodities,Michigan,2015,World Total,"901,398,002"
339 Miscellaneous Manufactured Commodities,Michigan,2016,World Total,"896,610,692"
339 Miscellaneous Manufactured Commodities,Michigan,2017,World Total,"897,768,154"
339 Miscellaneous Manufactured Commodities,Michigan,2018,World Total,"1,026,999,219"
339 Miscellaneous Manufactured Commodities,Minnesota,2014,World Total,"2,655,551,213"
339 Miscellaneous Manufactured Commodities,Minnesota,2015,World Total,"2,546,971,804"
339 Miscellaneous Manufactured Commodities,Minnesota,2016,World Total,"3,005,210,056"
339 Miscellaneous Manufactured Commodities,Minnesota,2017,World Total,"3,016,759,635"
339 Miscellaneous Manufactured Commodities,Minnesota,2018,World Total,"3,889,807,480"
339 Miscellaneous Manufactured Commodities,Mississippi,2014,World Total,"490,426,839"
339 Miscellaneous Manufactured Commodities,Mississippi,2015,World Total,"609,294,940"
339 Miscellaneous Manufactured Commodities,Mississippi,2016,World Total,"647,365,811"
339 Miscellaneous Manufactured Commodities,Mississippi,2017,World Total,"777,170,727"
339 Miscellaneous Manufactured Commodities,Mississippi,2018,World Total,"1,073,181,628"
339 Miscellaneous Manufactured Commodities,Missouri,2014,World Total,"931,567,358"
339 Miscellaneous Manufactured Commodities,Missouri,2015,World Total,"1,023,984,137"
339 Miscellaneous Manufactured Commodities,Missouri,2016,World Total,"963,218,364"
339 Miscellaneous Manufactured Commodities,Missouri,2017,World Total,"1,031,689,149"
339 Miscellaneous Manufactured Commodities,Missouri,2018,World Total,"978,209,824"
339 Miscellaneous Manufactured Commodities,Montana,2014,World Total,"18,380,847"
339 Miscellaneous Manufactured Commodities,Montana,2015,World Total,"17,106,581"
339 Miscellaneous Manufactured Commodities,Montana,2016,World Total,"13,967,522"
339 Miscellaneous Manufactured Commodities,Montana,2017,World Total,"16,644,813"
339 Miscellaneous Manufactured Commodities,Montana,2018,World Total,"15,192,116"
339 Miscellaneous Manufactured Commodities,Nebraska,2014,World Total,"181,025,727"
339 Miscellaneous Manufactured Commodities,Nebraska,2015,World Total,"189,116,444"
339 Miscellaneous Manufactured Commodities,Nebraska,2016,World Total,"176,749,901"
339 Miscellaneous Manufactured Commodities,Nebraska,2017,World Total,"167,874,702"
339 Miscellaneous Manufactured Commodities,Nebraska,2018,World Total,"168,826,070"
339 Miscellaneous Manufactured Commodities,Nevada,2014,World Total,"815,073,018"
339 Miscellaneous Manufactured Commodities,Nevada,2015,World Total,"1,136,782,922"
339 Miscellaneous Manufactured Commodities,Nevada,2016,World Total,"1,503,965,123"
339 Miscellaneous Manufactured Commodities,Nevada,2017,World Total,"1,650,965,622"
339 Miscellaneous Manufactured Commodities,Nevada,2018,World Total,"1,552,838,006"
339 Miscellaneous Manufactured Commodities,New Hampshire,2014,World Total,"374,271,875"
339 Miscellaneous Manufactured Commodities,New Hampshire,2015,World Total,"518,380,746"
339 Miscellaneous Manufactured Commodities,New Hampshire,2016,World Total,"493,161,125"
339 Miscellaneous Manufactured Commodities,New Hampshire,2017,World Total,"532,145,936"
339 Miscellaneous Manufactured Commodities,New Hampshire,2018,World Total,"452,511,810"
339 Miscellaneous Manufactured Commodities,New Jersey,2014,World Total,"4,728,941,277"
339 Miscellaneous Manufactured Commodities,New Jersey,2015,World Total,"5,281,426,565"
339 Miscellaneous Manufactured Commodities,New Jersey,2016,World Total,"5,610,561,328"
339 Miscellaneous Manufactured Commodities,New Jersey,2017,World Total,"5,910,599,965"
339 Miscellaneous Manufactured Commodities,New Jersey,2018,World Total,"6,639,813,166"
339 Miscellaneous Manufactured Commodities,New Mexico,2014,World Total,"42,233,116"
339 Miscellaneous Manufactured Commodities,New Mexico,2015,World Total,"36,392,247"
339 Miscellaneous Manufactured Commodities,New Mexico,2016,World Total,"46,348,724"
339 Miscellaneous Manufactured Commodities,New Mexico,2017,World Total,"48,314,581"
339 Miscellaneous Manufactured Commodities,New Mexico,2018,World Total,"46,161,380"
339 Miscellaneous Manufactured Commodities,New York,2014,World Total,"31,708,858,663"
339 Miscellaneous Manufactured Commodities,New York,2015,World Total,"31,384,711,118"
339 Miscellaneous Manufactured Commodities,New York,2016,World Total,"32,621,814,165"
339 Miscellaneous Manufactured Commodities,New York,2017,World Total,"31,483,315,147"
339 Miscellaneous Manufactured Commodities,New York,2018,World Total,"32,935,439,948"
339 Miscellaneous Manufactured Commodities,North Carolina,2014,World Total,"1,642,527,313"
339 Miscellaneous Manufactured Commodities,North Carolina,2015,World Total,"1,725,129,045"
339 Miscellaneous Manufactured Commodities,North Carolina,2016,World Total,"1,906,977,681"
339 Miscellaneous Manufactured Commodities,North Carolina,2017,World Total,"1,784,913,553"
339 Miscellaneous Manufactured Commodities,North Carolina,2018,World Total,"2,018,978,580"
339 Miscellaneous Manufactured Commodities,North Dakota,2014,World Total,"10,064,709"
339 Miscellaneous Manufactured Commodities,North Dakota,2015,World Total,"12,290,553"
339 Miscellaneous Manufactured Commodities,North Dakota,2016,World Total,"13,588,754"
339 Miscellaneous Manufactured Commodities,North Dakota,2017,World Total,"16,262,358"
339 Miscellaneous Manufactured Commodities,North Dakota,2018,World Total,"34,595,145"
339 Miscellaneous Manufactured Commodities,Ohio,2014,World Total,"2,342,733,247"
339 Miscellaneous Manufactured Commodities,Ohio,2015,World Total,"2,375,775,070"
339 Miscellaneous Manufactured Commodities,Ohio,2016,World Total,"2,417,194,544"
339 Miscellaneous Manufactured Commodities,Ohio,2017,World Total,"2,496,911,165"
339 Miscellaneous Manufactured Commodities,Ohio,2018,World Total,"2,387,463,552"
339 Miscellaneous Manufactured Commodities,Oklahoma,2014,World Total,"537,175,478"
339 Miscellaneous Manufactured Commodities,Oklahoma,2015,World Total,"624,908,944"
339 Miscellaneous Manufactured Commodities,Oklahoma,2016,World Total,"553,353,694"
339 Miscellaneous Manufactured Commodities,Oklahoma,2017,World Total,"634,875,380"
339 Miscellaneous Manufactured Commodities,Oklahoma,2018,World Total,"645,069,341"
339 Miscellaneous Manufactured Commodities,Oregon,2014,World Total,"394,161,220"
339 Miscellaneous Manufactured Commodities,Oregon,2015,World Total,"293,163,584"
339 Miscellaneous Manufactured Commodities,Oregon,2016,World Total,"232,644,408"
339 Miscellaneous Manufactured Commodities,Oregon,2017,World Total,"250,496,407"
339 Miscellaneous Manufactured Commodities,Oregon,2018,World Total,"266,510,521"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2014,World Total,"2,542,103,139"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2015,World Total,"2,664,262,755"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2016,World Total,"2,496,511,183"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2017,World Total,"2,164,678,132"
339 Miscellaneous Manufactured Commodities,Pennsylvania,2018,World Total,"2,435,961,839"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2014,World Total,"335,532,174"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2015,World Total,"316,851,475"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2016,World Total,"368,987,656"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2017,World Total,"397,993,839"
339 Miscellaneous Manufactured Commodities,Puerto Rico,2018,World Total,"479,406,280"
339 Miscellaneous Manufactured Commodities,Rhode Island,2014,World Total,"1,025,199,752"
339 Miscellaneous Manufactured Commodities,Rhode Island,2015,World Total,"1,067,025,202"
339 Miscellaneous Manufactured Commodities,Rhode Island,2016,World Total,"1,230,316,809"
339 Miscellaneous Manufactured Commodities,Rhode Island,2017,World Total,"992,388,597"
339 Miscellaneous Manufactured Commodities,Rhode Island,2018,World Total,"990,307,839"
339 Miscellaneous Manufactured Commodities,South Carolina,2014,World Total,"851,112,187"
339 Miscellaneous Manufactured Commodities,South Carolina,2015,World Total,"748,967,331"
339 Miscellaneous Manufactured Commodities,South Carolina,2016,World Total,"713,233,307"
339 Miscellaneous Manufactured Commodities,South Carolina,2017,World Total,"735,762,782"
339 Miscellaneous Manufactured Commodities,South Carolina,2018,World Total,"809,257,419"
339 Miscellaneous Manufactured Commodities,South Dakota,2014,World Total,"22,661,185"
339 Miscellaneous Manufactured Commodities,South Dakota,2015,World Total,"22,361,008"
339 Miscellaneous Manufactured Commodities,South Dakota,2016,World Total,"24,898,060"
339 Miscellaneous Manufactured Commodities,South Dakota,2017,World Total,"31,883,853"
339 Miscellaneous Manufactured Commodities,South Dakota,2018,World Total,"29,825,717"
339 Miscellaneous Manufactured Commodities,Tennessee,2014,World Total,"3,226,052,969"
339 Miscellaneous Manufactured Commodities,Tennessee,2015,World Total,"3,386,518,905"
339 Miscellaneous Manufactured Commodities,Tennessee,2016,World Total,"2,697,329,664"
339 Miscellaneous Manufactured Commodities,Tennessee,2017,World Total,"3,156,519,213"
339 Miscellaneous Manufactured Commodities,Tennessee,2018,World Total,"3,625,066,488"
339 Miscellaneous Manufactured Commodities,Texas,2014,World Total,"6,433,219,273"
339 Miscellaneous Manufactured Commodities,Texas,2015,World Total,"6,677,045,062"
339 Miscellaneous Manufactured Commodities,Texas,2016,World Total,"6,819,094,191"
339 Miscellaneous Manufactured Commodities,Texas,2017,World Total,"7,146,222,366"
339 Miscellaneous Manufactured Commodities,Texas,2018,World Total,"7,312,677,376"
339 Miscellaneous Manufactured Commodities,US Virgin Islands,2014,World Total,"18,495,699"
339 Miscellaneous Manufactured Commodities,US Virgin Islands,2015,World Total,"24,149,293"
339 Miscellaneous Manufactured Commodities,US Virgin Islands,2016,World Total,"25,220,280"
339 Miscellaneous Manufactured Commodities,US Virgin Islands,2017,World Total,"7,550,995"
339 Miscellaneous Manufactured Commodities,US Virgin Islands,2018,World Total,"11,450,677"
339 Miscellaneous Manufactured Commodities,Utah,2014,World Total,"771,938,656"
339 Miscellaneous Manufactured Commodities,Utah,2015,World Total,"819,867,303"
339 Miscellaneous Manufactured Commodities,Utah,2016,World Total,"597,500,412"
339 Miscellaneous Manufactured Commodities,Utah,2017,World Total,"638,690,050"
339 Miscellaneous Manufactured Commodities,Utah,2018,World Total,"763,301,741"
339 Miscellaneous Manufactured Commodities,Vermont,2014,World Total,"93,426,854"
339 Miscellaneous Manufactured Commodities,Vermont,2015,World Total,"66,709,269"
339 Miscellaneous Manufactured Commodities,Vermont,2016,World Total,"68,491,922"
339 Miscellaneous Manufactured Commodities,Vermont,2017,World Total,"74,333,521"
339 Miscellaneous Manufactured Commodities,Vermont,2018,World Total,"75,125,964"
339 Miscellaneous Manufactured Commodities,Virginia,2014,World Total,"964,545,906"
339 Miscellaneous Manufactured Commodities,Virginia,2015,World Total,"1,139,431,418"
339 Miscellaneous Manufactured Commodities,Virginia,2016,World Total,"1,460,516,976"
339 Miscellaneous Manufactured Commodities,Virginia,2017,World Total,"1,521,119,911"
339 Miscellaneous Manufactured Commodities,Virginia,2018,World Total,"1,554,221,849"
339 Miscellaneous Manufactured Commodities,Washington,2014,World Total,"1,740,116,146"
339 Miscellaneous Manufactured Commodities,Washington,2015,World Total,"2,400,644,165"
339 Miscellaneous Manufactured Commodities,Washington,2016,World Total,"2,012,764,976"
339 Miscellaneous Manufactured Commodities,Washington,2017,World Total,"3,596,494,202"
339 Miscellaneous Manufactured Commodities,Washington,2018,World Total,"5,046,805,532"
339 Miscellaneous Manufactured Commodities,West Virginia,2014,World Total,"41,536,514"
339 Miscellaneous Manufactured Commodities,West Virginia,2015,World Total,"42,826,853"
339 Miscellaneous Manufactured Commodities,West Virginia,2016,World Total,"35,352,576"
339 Miscellaneous Manufactured Commodities,West Virginia,2017,World Total,"34,740,095"
339 Miscellaneous Manufactured Commodities,West Virginia,2018,World Total,"42,764,526"
339 Miscellaneous Manufactured Commodities,Wisconsin,2014,World Total,"871,093,349"
339 Miscellaneous Manufactured Commodities,Wisconsin,2015,World Total,"930,926,309"
339 Miscellaneous Manufactured Commodities,Wisconsin,2016,World Total,"812,991,578"
339 Miscellaneous Manufactured Commodities,Wisconsin,2017,World Total,"865,009,602"
339 Miscellaneous Manufactured Commodities,Wisconsin,2018,World Total,"982,926,560"
339 Miscellaneous Manufactured Commodities,Wyoming,2014,World Total,"13,684,107"
339 Miscellaneous Manufactured Commodities,Wyoming,2015,World Total,"11,825,810"
339 Miscellaneous Manufactured Commodities,Wyoming,2016,World Total,"12,706,914"
339 Miscellaneous Manufactured Commodities,Wyoming,2017,World Total,"16,055,706"
339 Miscellaneous Manufactured Commodities,Wyoming,2018,World Total,"18,505,251"
339 Miscellaneous Manufactured Commodities,Unknown,2014,World Total,"4,630,832"
339 Miscellaneous Manufactured Commodities,Unknown,2015,World Total,"8,259,770"
339 Miscellaneous Manufactured Commodities,Unknown,2016,World Total,"5,909,827"
339 Miscellaneous Manufactured Commodities,Unknown,2017,World Total,"5,201,980"
339 Miscellaneous Manufactured Commodities,Unknown,2018,World Total,"2,377,258"
910 Waste And Scrap,Alabama,2014,World Total,"247,163,959"
910 Waste And Scrap,Alabama,2015,World Total,"191,483,311"
910 Waste And Scrap,Alabama,2016,World Total,"157,346,346"
910 Waste And Scrap,Alabama,2017,World Total,"244,946,728"
910 Waste And Scrap,Alabama,2018,World Total,"287,976,161"
910 Waste And Scrap,Alaska,2014,World Total,"109,211"
910 Waste And Scrap,Alaska,2015,World Total,"59,625"
910 Waste And Scrap,Alaska,2016,World Total,"180,866"
910 Waste And Scrap,Alaska,2017,World Total,"138,862"
910 Waste And Scrap,Alaska,2018,World Total,"3,189,093"
910 Waste And Scrap,Arizona,2014,World Total,"29,326,207"
910 Waste And Scrap,Arizona,2015,World Total,"16,395,437"
910 Waste And Scrap,Arizona,2016,World Total,"14,328,239"
910 Waste And Scrap,Arizona,2017,World Total,"17,090,617"
910 Waste And Scrap,Arizona,2018,World Total,"19,323,980"
910 Waste And Scrap,Arkansas,2014,World Total,"2,695,230"
910 Waste And Scrap,Arkansas,2015,World Total,"1,850,210"
910 Waste And Scrap,Arkansas,2016,World Total,"1,212,911"
910 Waste And Scrap,Arkansas,2017,World Total,"4,152,943"
910 Waste And Scrap,Arkansas,2018,World Total,"47,960,749"
910 Waste And Scrap,California,2014,World Total,"528,085,811"
910 Waste And Scrap,California,2015,World Total,"501,763,666"
910 Waste And Scrap,California,2016,World Total,"276,125,604"
910 Waste And Scrap,California,2017,World Total,"370,251,411"
910 Waste And Scrap,California,2018,World Total,"410,302,726"
910 Waste And Scrap,Colorado,2014,World Total,"11,730,249"
910 Waste And Scrap,Colorado,2015,World Total,"6,173,905"
910 Waste And Scrap,Colorado,2016,World Total,"6,470,912"
910 Waste And Scrap,Colorado,2017,World Total,"7,448,604"
910 Waste And Scrap,Colorado,2018,World Total,"4,111,052"
910 Waste And Scrap,Connecticut,2014,World Total,"44,763,238"
910 Waste And Scrap,Connecticut,2015,World Total,"40,249,972"
910 Waste And Scrap,Connecticut,2016,World Total,"22,745,420"
910 Waste And Scrap,Connecticut,2017,World Total,"12,324,191"
910 Waste And Scrap,Connecticut,2018,World Total,"14,129,998"
910 Waste And Scrap,Delaware,2014,World Total,"242,200"
910 Waste And Scrap,Delaware,2015,World Total,"181,271"
910 Waste And Scrap,Delaware,2016,World Total,"420,817"
910 Waste And Scrap,Delaware,2017,World Total,"408,035"
910 Waste And Scrap,Delaware,2018,World Total,"1,273,963"
910 Waste And Scrap,Dist of Columbia,2014,World Total,"12,456"
910 Waste And Scrap,Dist of Columbia,2015,World Total,"363,358"
910 Waste And Scrap,Dist of Columbia,2016,World Total,"196,818"
910 Waste And Scrap,Dist of Columbia,2017,World Total,"9,800"
910 Waste And Scrap,Dist of Columbia,2018,World Total,"365,729"
910 Waste And Scrap,Florida,2014,World Total,"408,420,075"
910 Waste And Scrap,Florida,2015,World Total,"373,558,090"
910 Waste And Scrap,Florida,2016,World Total,"439,744,258"
910 Waste And Scrap,Florida,2017,World Total,"402,528,104"
910 Waste And Scrap,Florida,2018,World Total,"283,809,760"
910 Waste And Scrap,Georgia,2014,World Total,"57,160,293"
910 Waste And Scrap,Georgia,2015,World Total,"44,438,621"
910 Waste And Scrap,Georgia,2016,World Total,"56,595,161"
910 Waste And Scrap,Georgia,2017,World Total,"87,078,200"
910 Waste And Scrap,Georgia,2018,World Total,"79,854,878"
910 Waste And Scrap,Hawaii,2014,World Total,"9,955"
910 Waste And Scrap,Hawaii,2015,World Total,"134,036"
910 Waste And Scrap,Hawaii,2016,World Total,"1,320,920"
910 Waste And Scrap,Hawaii,2017,World Total,"29,666"
910 Waste And Scrap,Hawaii,2018,World Total,"4,657"
910 Waste And Scrap,Idaho,2014,World Total,"3,231,195"
910 Waste And Scrap,Idaho,2015,World Total,"1,110,582"
910 Waste And Scrap,Idaho,2016,World Total,"3,099,096"
910 Waste And Scrap,Idaho,2017,World Total,"4,277,626"
910 Waste And Scrap,Idaho,2018,World Total,"6,271,679"
910 Waste And Scrap,Illinois,2014,World Total,"142,134,057"
910 Waste And Scrap,Illinois,2015,World Total,"96,732,951"
910 Waste And Scrap,Illinois,2016,World Total,"76,155,302"
910 Waste And Scrap,Illinois,2017,World Total,"106,938,719"
910 Waste And Scrap,Illinois,2018,World Total,"153,140,070"
910 Waste And Scrap,Indiana,2014,World Total,"314,023,736"
910 Waste And Scrap,Indiana,2015,World Total,"224,798,107"
910 Waste And Scrap,Indiana,2016,World Total,"204,595,667"
910 Waste And Scrap,Indiana,2017,World Total,"293,547,217"
910 Waste And Scrap,Indiana,2018,World Total,"377,597,507"
910 Waste And Scrap,Iowa,2014,World Total,"39,793,382"
910 Waste And Scrap,Iowa,2015,World Total,"27,539,141"
910 Waste And Scrap,Iowa,2016,World Total,"27,592,728"
910 Waste And Scrap,Iowa,2017,World Total,"19,032,457"
910 Waste And Scrap,Iowa,2018,World Total,"29,785,024"
910 Waste And Scrap,Kansas,2014,World Total,"582,260"
910 Waste And Scrap,Kansas,2015,World Total,"1,047,274"
910 Waste And Scrap,Kansas,2016,World Total,"1,061,199"
910 Waste And Scrap,Kansas,2017,World Total,"1,092,643"
910 Waste And Scrap,Kansas,2018,World Total,"857,460"
910 Waste And Scrap,Kentucky,2014,World Total,"129,250,985"
910 Waste And Scrap,Kentucky,2015,World Total,"133,596,259"
910 Waste And Scrap,Kentucky,2016,World Total,"135,954,503"
910 Waste And Scrap,Kentucky,2017,World Total,"169,605,113"
910 Waste And Scrap,Kentucky,2018,World Total,"215,956,199"
910 Waste And Scrap,Louisiana,2014,World Total,"8,455,343"
910 Waste And Scrap,Louisiana,2015,World Total,"5,257,636"
910 Waste And Scrap,Louisiana,2016,World Total,"5,634,991"
910 Waste And Scrap,Louisiana,2017,World Total,"16,369,473"
910 Waste And Scrap,Louisiana,2018,World Total,"17,744,847"
910 Waste And Scrap,Maine,2014,World Total,"2,454,534"
910 Waste And Scrap,Maine,2015,World Total,"3,280,210"
910 Waste And Scrap,Maine,2016,World Total,"3,802,511"
910 Waste And Scrap,Maine,2017,World Total,"4,378,586"
910 Waste And Scrap,Maine,2018,World Total,"4,687,435"
910 Waste And Scrap,Maryland,2014,World Total,"24,250,730"
910 Waste And Scrap,Maryland,2015,World Total,"23,126,599"
910 Waste And Scrap,Maryland,2016,World Total,"15,917,114"
910 Waste And Scrap,Maryland,2017,World Total,"32,374,141"
910 Waste And Scrap,Maryland,2018,World Total,"59,369,733"
910 Waste And Scrap,Massachusetts,2014,World Total,"321,949,922"
910 Waste And Scrap,Massachusetts,2015,World Total,"245,354,525"
910 Waste And Scrap,Massachusetts,2016,World Total,"81,236,624"
910 Waste And Scrap,Massachusetts,2017,World Total,"92,972,627"
910 Waste And Scrap,Massachusetts,2018,World Total,"131,882,862"
910 Waste And Scrap,Michigan,2014,World Total,"317,248,426"
910 Waste And Scrap,Michigan,2015,World Total,"258,175,617"
910 Waste And Scrap,Michigan,2016,World Total,"259,630,453"
910 Waste And Scrap,Michigan,2017,World Total,"283,469,223"
910 Waste And Scrap,Michigan,2018,World Total,"314,489,951"
910 Waste And Scrap,Minnesota,2014,World Total,"35,463,919"
910 Waste And Scrap,Minnesota,2015,World Total,"29,442,547"
910 Waste And Scrap,Minnesota,2016,World Total,"30,941,225"
910 Waste And Scrap,Minnesota,2017,World Total,"32,919,524"
910 Waste And Scrap,Minnesota,2018,World Total,"26,851,814"
910 Waste And Scrap,Mississippi,2014,World Total,"70,174,317"
910 Waste And Scrap,Mississippi,2015,World Total,"29,568,971"
910 Waste And Scrap,Mississippi,2016,World Total,"35,281,520"
910 Waste And Scrap,Mississippi,2017,World Total,"94,776,026"
910 Waste And Scrap,Mississippi,2018,World Total,"55,828,603"
910 Waste And Scrap,Missouri,2014,World Total,"52,968,161"
910 Waste And Scrap,Missouri,2015,World Total,"28,252,985"
910 Waste And Scrap,Missouri,2016,World Total,"29,862,880"
910 Waste And Scrap,Missouri,2017,World Total,"42,829,962"
910 Waste And Scrap,Missouri,2018,World Total,"68,577,641"
910 Waste And Scrap,Montana,2014,World Total,"250,298,811"
910 Waste And Scrap,Montana,2015,World Total,"186,004,289"
910 Waste And Scrap,Montana,2016,World Total,"233,304,971"
910 Waste And Scrap,Montana,2017,World Total,"291,394,108"
910 Waste And Scrap,Montana,2018,World Total,"266,175,160"
910 Waste And Scrap,Nebraska,2014,World Total,"3,092,495"
910 Waste And Scrap,Nebraska,2015,World Total,"2,073,114"
910 Waste And Scrap,Nebraska,2016,World Total,"3,885,461"
910 Waste And Scrap,Nebraska,2017,World Total,"13,354,191"
910 Waste And Scrap,Nebraska,2018,World Total,"19,681,589"
910 Waste And Scrap,Nevada,2014,World Total,"2,156,128"
910 Waste And Scrap,Nevada,2015,World Total,"1,601,065"
910 Waste And Scrap,Nevada,2016,World Total,"3,122,046"
910 Waste And Scrap,Nevada,2017,World Total,"10,653,632"
910 Waste And Scrap,Nevada,2018,World Total,"11,295,931"
910 Waste And Scrap,New Hampshire,2014,World Total,"2,170,899"
910 Waste And Scrap,New Hampshire,2015,World Total,"2,054,690"
910 Waste And Scrap,New Hampshire,2016,World Total,"2,188,564"
910 Waste And Scrap,New Hampshire,2017,World Total,"2,004,106"
910 Waste And Scrap,New Hampshire,2018,World Total,"2,824,800"
910 Waste And Scrap,New Jersey,2014,World Total,"94,971,624"
910 Waste And Scrap,New Jersey,2015,World Total,"178,726,611"
910 Waste And Scrap,New Jersey,2016,World Total,"110,345,349"
910 Waste And Scrap,New Jersey,2017,World Total,"90,493,316"
910 Waste And Scrap,New Jersey,2018,World Total,"94,701,678"
910 Waste And Scrap,New Mexico,2014,World Total,"5,896,704"
910 Waste And Scrap,New Mexico,2015,World Total,"2,971,170"
910 Waste And Scrap,New Mexico,2016,World Total,"1,892,349"
910 Waste And Scrap,New Mexico,2017,World Total,"1,117,641"
910 Waste And Scrap,New Mexico,2018,World Total,"16,291,626"
910 Waste And Scrap,New York,2014,World Total,"694,179,467"
910 Waste And Scrap,New York,2015,World Total,"492,880,706"
910 Waste And Scrap,New York,2016,World Total,"428,261,992"
910 Waste And Scrap,New York,2017,World Total,"653,724,479"
910 Waste And Scrap,New York,2018,World Total,"752,363,192"
910 Waste And Scrap,North Carolina,2014,World Total,"94,421,222"
910 Waste And Scrap,North Carolina,2015,World Total,"68,640,779"
910 Waste And Scrap,North Carolina,2016,World Total,"49,780,171"
910 Waste And Scrap,North Carolina,2017,World Total,"76,388,942"
910 Waste And Scrap,North Carolina,2018,World Total,"82,866,818"
910 Waste And Scrap,North Dakota,2014,World Total,"151,417,829"
910 Waste And Scrap,North Dakota,2015,World Total,"98,187,042"
910 Waste And Scrap,North Dakota,2016,World Total,"124,292,679"
910 Waste And Scrap,North Dakota,2017,World Total,"202,466,701"
910 Waste And Scrap,North Dakota,2018,World Total,"193,401,380"
910 Waste And Scrap,Ohio,2014,World Total,"793,745,067"
910 Waste And Scrap,Ohio,2015,World Total,"506,196,875"
910 Waste And Scrap,Ohio,2016,World Total,"514,555,516"
910 Waste And Scrap,Ohio,2017,World Total,"705,540,549"
910 Waste And Scrap,Ohio,2018,World Total,"764,532,528"
910 Waste And Scrap,Oklahoma,2014,World Total,"4,490,626"
910 Waste And Scrap,Oklahoma,2015,World Total,"3,292,158"
910 Waste And Scrap,Oklahoma,2016,World Total,"6,343,251"
910 Waste And Scrap,Oklahoma,2017,World Total,"2,312,370"
910 Waste And Scrap,Oklahoma,2018,World Total,"1,262,674"
910 Waste And Scrap,Oregon,2014,World Total,"61,524,855"
910 Waste And Scrap,Oregon,2015,World Total,"34,424,893"
910 Waste And Scrap,Oregon,2016,World Total,"26,239,423"
910 Waste And Scrap,Oregon,2017,World Total,"35,955,522"
910 Waste And Scrap,Oregon,2018,World Total,"42,184,922"
910 Waste And Scrap,Pennsylvania,2014,World Total,"652,226,765"
910 Waste And Scrap,Pennsylvania,2015,World Total,"368,806,679"
910 Waste And Scrap,Pennsylvania,2016,World Total,"331,167,653"
910 Waste And Scrap,Pennsylvania,2017,World Total,"473,645,208"
910 Waste And Scrap,Pennsylvania,2018,World Total,"500,369,714"
910 Waste And Scrap,Puerto Rico,2014,World Total,"1,515,904"
910 Waste And Scrap,Puerto Rico,2015,World Total,"1,462,516"
910 Waste And Scrap,Puerto Rico,2016,World Total,"1,648,431"
910 Waste And Scrap,Puerto Rico,2017,World Total,"2,455,750"
910 Waste And Scrap,Puerto Rico,2018,World Total,"1,627,405"
910 Waste And Scrap,Rhode Island,2014,World Total,"57,331,820"
910 Waste And Scrap,Rhode Island,2015,World Total,"43,512,692"
910 Waste And Scrap,Rhode Island,2016,World Total,"44,301,467"
910 Waste And Scrap,Rhode Island,2017,World Total,"33,975,428"
910 Waste And Scrap,Rhode Island,2018,World Total,"37,003,679"
