"commodity","state","time","country","total_exports_value"
"930 Used Or Second-hand Merchandise","West Virginia","2017","World Total","3,111,214"
"930 Used Or Second-hand Merchandise","West Virginia","2018","World Total","3,278,852"
"930 Used Or Second-hand Merchandise","Wisconsin","2014","World Total","50,043,226"
"930 Used Or Second-hand Merchandise","Wisconsin","2015","World Total","69,999,880"
"930 Used Or Second-hand Merchandise","Wisconsin","2016","World Total","24,732,658"
"930 Used Or Second-hand Merchandise","Wisconsin","2017","World Total","37,132,321"
"930 Used Or Second-hand Merchandise","Wisconsin","2018","World Total","72,720,615"
"930 Used Or Second-hand Merchandise","Wyoming","2014","World Total","4,773,012"
"930 Used Or Second-hand Merchandise","Wyoming","2015","World Total","2,060,473"
"930 Used Or Second-hand Merchandise","Wyoming","2016","World Total","5,468,861"
"930 Used Or Second-hand Merchandise","Wyoming","2017","World Total","2,959,824"
"930 Used Or Second-hand Merchandise","Wyoming","2018","World Total","11,955,854"
"930 Used Or Second-hand Merchandise","Unknown","2014","World Total","9,445,808"
"930 Used Or Second-hand Merchandise","Unknown","2015","World Total","10,084,710"
"930 Used Or Second-hand Merchandise","Unknown","2016","World Total","10,526,839"
"930 Used Or Second-hand Merchandise","Unknown","2017","World Total","10,206,246"
"930 Used Or Second-hand Merchandise","Unknown","2018","World Total","9,084,664"
"980 Goods Returned (exports For Canada Only)","Alabama","2014","World Total","1,685,471"
"980 Goods Returned (exports For Canada Only)","Alabama","2015","World Total","198,281"
"980 Goods Returned (exports For Canada Only)","Alabama","2016","World Total","264,630"
"980 Goods Returned (exports For Canada Only)","Alabama","2017","World Total","954,663"
"980 Goods Returned (exports For Canada Only)","Alabama","2018","World Total","499,762"
"980 Goods Returned (exports For Canada Only)","Alaska","2014","World Total","7,945"
"980 Goods Returned (exports For Canada Only)","Alaska","2015","World Total","74,279"
"980 Goods Returned (exports For Canada Only)","Alaska","2016","World Total","53,283"
"980 Goods Returned (exports For Canada Only)","Alaska","2017","World Total","19,317"
"980 Goods Returned (exports For Canada Only)","Arizona","2014","World Total","802,334"
"980 Goods Returned (exports For Canada Only)","Arizona","2015","World Total","1,135,928"
"980 Goods Returned (exports For Canada Only)","Arizona","2016","World Total","302,618"
"980 Goods Returned (exports For Canada Only)","Arizona","2017","World Total","1,149,787"
"980 Goods Returned (exports For Canada Only)","Arizona","2018","World Total","4,331,734"
"980 Goods Returned (exports For Canada Only)","Arkansas","2014","World Total","164,580"
"980 Goods Returned (exports For Canada Only)","Arkansas","2015","World Total","44,053"
"980 Goods Returned (exports For Canada Only)","Arkansas","2016","World Total","59,847"
"980 Goods Returned (exports For Canada Only)","Arkansas","2017","World Total","208,146"
"980 Goods Returned (exports For Canada Only)","Arkansas","2018","World Total","222,430"
"980 Goods Returned (exports For Canada Only)","California","2014","World Total","3,454,614"
"980 Goods Returned (exports For Canada Only)","California","2015","World Total","4,489,085"
"980 Goods Returned (exports For Canada Only)","California","2016","World Total","3,338,603"
"980 Goods Returned (exports For Canada Only)","California","2017","World Total","2,083,581"
"980 Goods Returned (exports For Canada Only)","California","2018","World Total","3,540,675"
"980 Goods Returned (exports For Canada Only)","Colorado","2014","World Total","3,846,488"
"980 Goods Returned (exports For Canada Only)","Colorado","2015","World Total","760,345"
"980 Goods Returned (exports For Canada Only)","Colorado","2016","World Total","733,892"
"980 Goods Returned (exports For Canada Only)","Colorado","2017","World Total","366,858"
"980 Goods Returned (exports For Canada Only)","Colorado","2018","World Total","165,447"
"980 Goods Returned (exports For Canada Only)","Connecticut","2014","World Total","407,782"
"980 Goods Returned (exports For Canada Only)","Connecticut","2015","World Total","304,306"
"980 Goods Returned (exports For Canada Only)","Connecticut","2016","World Total","322,771"
"980 Goods Returned (exports For Canada Only)","Connecticut","2017","World Total","528,244"
"980 Goods Returned (exports For Canada Only)","Connecticut","2018","World Total","406,727"
"980 Goods Returned (exports For Canada Only)","Delaware","2015","World Total","43,187"
"980 Goods Returned (exports For Canada Only)","Delaware","2016","World Total","207,289"
"980 Goods Returned (exports For Canada Only)","Delaware","2017","World Total","2,653"
"980 Goods Returned (exports For Canada Only)","Delaware","2018","World Total","56,155"
"980 Goods Returned (exports For Canada Only)","Dist of Columbia","2014","World Total","17,845"
"980 Goods Returned (exports For Canada Only)","Dist of Columbia","2015","World Total","48,086"
"980 Goods Returned (exports For Canada Only)","Dist of Columbia","2017","World Total","27,261"
"980 Goods Returned (exports For Canada Only)","Dist of Columbia","2018","World Total","3,357"
"980 Goods Returned (exports For Canada Only)","Florida","2014","World Total","2,686,472"
"980 Goods Returned (exports For Canada Only)","Florida","2015","World Total","4,113,433"
"980 Goods Returned (exports For Canada Only)","Florida","2016","World Total","1,288,964"
"980 Goods Returned (exports For Canada Only)","Florida","2017","World Total","4,913,867"
"980 Goods Returned (exports For Canada Only)","Florida","2018","World Total","1,664,878"
"980 Goods Returned (exports For Canada Only)","Georgia","2014","World Total","724,207"
"980 Goods Returned (exports For Canada Only)","Georgia","2015","World Total","572,831"
"980 Goods Returned (exports For Canada Only)","Georgia","2016","World Total","1,133,886"
"980 Goods Returned (exports For Canada Only)","Georgia","2017","World Total","890,679"
"980 Goods Returned (exports For Canada Only)","Georgia","2018","World Total","608,784"
"980 Goods Returned (exports For Canada Only)","Hawaii","2014","World Total","118,634"
"980 Goods Returned (exports For Canada Only)","Hawaii","2015","World Total","6,472"
"980 Goods Returned (exports For Canada Only)","Hawaii","2016","World Total","65,115"
"980 Goods Returned (exports For Canada Only)","Hawaii","2017","World Total","45,615"
"980 Goods Returned (exports For Canada Only)","Hawaii","2018","World Total","4,043"
"980 Goods Returned (exports For Canada Only)","Idaho","2014","World Total","6,246,127"
"980 Goods Returned (exports For Canada Only)","Idaho","2015","World Total","341,290"
"980 Goods Returned (exports For Canada Only)","Idaho","2016","World Total","3,203,203"
"980 Goods Returned (exports For Canada Only)","Idaho","2017","World Total","201,153"
"980 Goods Returned (exports For Canada Only)","Idaho","2018","World Total","186,697"
"980 Goods Returned (exports For Canada Only)","Illinois","2014","World Total","1,902,478"
"980 Goods Returned (exports For Canada Only)","Illinois","2015","World Total","1,894,835"
"980 Goods Returned (exports For Canada Only)","Illinois","2016","World Total","3,172,584"
"980 Goods Returned (exports For Canada Only)","Illinois","2017","World Total","5,820,991"
"980 Goods Returned (exports For Canada Only)","Illinois","2018","World Total","3,237,740"
"980 Goods Returned (exports For Canada Only)","Indiana","2014","World Total","2,872,967"
"980 Goods Returned (exports For Canada Only)","Indiana","2015","World Total","2,977,269"
"980 Goods Returned (exports For Canada Only)","Indiana","2016","World Total","1,458,945"
"980 Goods Returned (exports For Canada Only)","Indiana","2017","World Total","10,826,041"
"980 Goods Returned (exports For Canada Only)","Indiana","2018","World Total","9,020,516"
"980 Goods Returned (exports For Canada Only)","Iowa","2014","World Total","410,581"
"980 Goods Returned (exports For Canada Only)","Iowa","2015","World Total","469,255"
"980 Goods Returned (exports For Canada Only)","Iowa","2016","World Total","109,947"
"980 Goods Returned (exports For Canada Only)","Iowa","2017","World Total","883,400"
"980 Goods Returned (exports For Canada Only)","Iowa","2018","World Total","512,758"
"980 Goods Returned (exports For Canada Only)","Kansas","2014","World Total","127,053"
"980 Goods Returned (exports For Canada Only)","Kansas","2015","World Total","1,975,944"
"980 Goods Returned (exports For Canada Only)","Kansas","2016","World Total","304,665"
"980 Goods Returned (exports For Canada Only)","Kansas","2017","World Total","208,999"
"980 Goods Returned (exports For Canada Only)","Kansas","2018","World Total","154,188"
"980 Goods Returned (exports For Canada Only)","Kentucky","2014","World Total","1,643,033"
"980 Goods Returned (exports For Canada Only)","Kentucky","2015","World Total","1,150,365"
"980 Goods Returned (exports For Canada Only)","Kentucky","2016","World Total","2,234,913"
"980 Goods Returned (exports For Canada Only)","Kentucky","2017","World Total","945,600"
"980 Goods Returned (exports For Canada Only)","Kentucky","2018","World Total","3,594,430"
"980 Goods Returned (exports For Canada Only)","Louisiana","2014","World Total","368,658"
"980 Goods Returned (exports For Canada Only)","Louisiana","2015","World Total","206,711"
"980 Goods Returned (exports For Canada Only)","Louisiana","2016","World Total","1,096,216"
"980 Goods Returned (exports For Canada Only)","Louisiana","2017","World Total","153,579"
"980 Goods Returned (exports For Canada Only)","Louisiana","2018","World Total","247,269"
"980 Goods Returned (exports For Canada Only)","Maine","2014","World Total","1,206,196"
"980 Goods Returned (exports For Canada Only)","Maine","2015","World Total","236,932"
"980 Goods Returned (exports For Canada Only)","Maine","2016","World Total","1,131,022"
"980 Goods Returned (exports For Canada Only)","Maine","2017","World Total","1,288,202"
"980 Goods Returned (exports For Canada Only)","Maine","2018","World Total","918,173"
"980 Goods Returned (exports For Canada Only)","Maryland","2014","World Total","521,980"
"980 Goods Returned (exports For Canada Only)","Maryland","2015","World Total","731,041"
"980 Goods Returned (exports For Canada Only)","Maryland","2016","World Total","1,568,761"
"980 Goods Returned (exports For Canada Only)","Maryland","2017","World Total","1,224,625"
"980 Goods Returned (exports For Canada Only)","Maryland","2018","World Total","271,198"
"980 Goods Returned (exports For Canada Only)","Massachusetts","2014","World Total","675,996"
"980 Goods Returned (exports For Canada Only)","Massachusetts","2015","World Total","995,526"
"980 Goods Returned (exports For Canada Only)","Massachusetts","2016","World Total","482,799"
"980 Goods Returned (exports For Canada Only)","Massachusetts","2017","World Total","1,381,263"
"980 Goods Returned (exports For Canada Only)","Massachusetts","2018","World Total","1,009,479"
"980 Goods Returned (exports For Canada Only)","Michigan","2014","World Total","11,431,546"
"980 Goods Returned (exports For Canada Only)","Michigan","2015","World Total","14,678,414"
"980 Goods Returned (exports For Canada Only)","Michigan","2016","World Total","11,144,003"
"980 Goods Returned (exports For Canada Only)","Michigan","2017","World Total","24,245,255"
"980 Goods Returned (exports For Canada Only)","Michigan","2018","World Total","11,971,472"
"980 Goods Returned (exports For Canada Only)","Minnesota","2014","World Total","1,257,063"
"980 Goods Returned (exports For Canada Only)","Minnesota","2015","World Total","1,165,741"
"980 Goods Returned (exports For Canada Only)","Minnesota","2016","World Total","2,863,745"
"980 Goods Returned (exports For Canada Only)","Minnesota","2017","World Total","824,613"
"980 Goods Returned (exports For Canada Only)","Minnesota","2018","World Total","793,611"
"980 Goods Returned (exports For Canada Only)","Mississippi","2014","World Total","156,751"
"980 Goods Returned (exports For Canada Only)","Mississippi","2015","World Total","193,219"
"980 Goods Returned (exports For Canada Only)","Mississippi","2016","World Total","19,889"
"980 Goods Returned (exports For Canada Only)","Mississippi","2017","World Total","40,993"
"980 Goods Returned (exports For Canada Only)","Mississippi","2018","World Total","85,515"
"980 Goods Returned (exports For Canada Only)","Missouri","2014","World Total","220,601"
"980 Goods Returned (exports For Canada Only)","Missouri","2015","World Total","251,482"
"980 Goods Returned (exports For Canada Only)","Missouri","2016","World Total","317,477"
"980 Goods Returned (exports For Canada Only)","Missouri","2017","World Total","334,030"
"980 Goods Returned (exports For Canada Only)","Missouri","2018","World Total","190,369"
"980 Goods Returned (exports For Canada Only)","Montana","2014","World Total","3,562,046"
"980 Goods Returned (exports For Canada Only)","Montana","2015","World Total","1,332,322"
"980 Goods Returned (exports For Canada Only)","Montana","2016","World Total","2,340,733"
"980 Goods Returned (exports For Canada Only)","Montana","2017","World Total","4,543,130"
"980 Goods Returned (exports For Canada Only)","Montana","2018","World Total","2,677,781"
"980 Goods Returned (exports For Canada Only)","Nebraska","2014","World Total","124,648"
"980 Goods Returned (exports For Canada Only)","Nebraska","2015","World Total","162,566"
"980 Goods Returned (exports For Canada Only)","Nebraska","2016","World Total","55,490"
"980 Goods Returned (exports For Canada Only)","Nebraska","2017","World Total","1,002,285"
"980 Goods Returned (exports For Canada Only)","Nebraska","2018","World Total","376,851"
"980 Goods Returned (exports For Canada Only)","Nevada","2014","World Total","328,272"
"980 Goods Returned (exports For Canada Only)","Nevada","2015","World Total","7,392,495"
"980 Goods Returned (exports For Canada Only)","Nevada","2016","World Total","474,545"
"980 Goods Returned (exports For Canada Only)","Nevada","2017","World Total","636,475"
"980 Goods Returned (exports For Canada Only)","Nevada","2018","World Total","81,777"
"980 Goods Returned (exports For Canada Only)","New Hampshire","2014","World Total","10,022,409"
"980 Goods Returned (exports For Canada Only)","New Hampshire","2015","World Total","201,985"
"980 Goods Returned (exports For Canada Only)","New Hampshire","2016","World Total","1,246,465"
"980 Goods Returned (exports For Canada Only)","New Hampshire","2017","World Total","1,842,930"
"980 Goods Returned (exports For Canada Only)","New Hampshire","2018","World Total","1,788,989"
"980 Goods Returned (exports For Canada Only)","New Jersey","2014","World Total","1,106,153"
"980 Goods Returned (exports For Canada Only)","New Jersey","2015","World Total","895,373"
"980 Goods Returned (exports For Canada Only)","New Jersey","2016","World Total","994,652"
"980 Goods Returned (exports For Canada Only)","New Jersey","2017","World Total","20,911,027"
"980 Goods Returned (exports For Canada Only)","New Jersey","2018","World Total","3,488,223"
"980 Goods Returned (exports For Canada Only)","New Mexico","2014","World Total","19,328"
"980 Goods Returned (exports For Canada Only)","New Mexico","2015","World Total","29,701"
"980 Goods Returned (exports For Canada Only)","New Mexico","2016","World Total","214,541"
"980 Goods Returned (exports For Canada Only)","New Mexico","2017","World Total","16,414"
"980 Goods Returned (exports For Canada Only)","New Mexico","2018","World Total","29,398"
"980 Goods Returned (exports For Canada Only)","New York","2014","World Total","5,699,199"
"980 Goods Returned (exports For Canada Only)","New York","2015","World Total","3,329,174"
"980 Goods Returned (exports For Canada Only)","New York","2016","World Total","3,945,352"
"980 Goods Returned (exports For Canada Only)","New York","2017","World Total","17,575,078"
"980 Goods Returned (exports For Canada Only)","New York","2018","World Total","5,791,354"
"980 Goods Returned (exports For Canada Only)","North Carolina","2014","World Total","2,195,636"
"980 Goods Returned (exports For Canada Only)","North Carolina","2015","World Total","1,719,941"
"980 Goods Returned (exports For Canada Only)","North Carolina","2016","World Total","2,068,135"
"980 Goods Returned (exports For Canada Only)","North Carolina","2017","World Total","1,539,253"
"980 Goods Returned (exports For Canada Only)","North Carolina","2018","World Total","1,213,418"
"980 Goods Returned (exports For Canada Only)","North Dakota","2014","World Total","999,740"
"980 Goods Returned (exports For Canada Only)","North Dakota","2015","World Total","1,777,025"
"980 Goods Returned (exports For Canada Only)","North Dakota","2016","World Total","1,757,230"
"980 Goods Returned (exports For Canada Only)","North Dakota","2017","World Total","2,013,733"
"980 Goods Returned (exports For Canada Only)","North Dakota","2018","World Total","979,279"
"980 Goods Returned (exports For Canada Only)","Ohio","2014","World Total","9,392,688"
"980 Goods Returned (exports For Canada Only)","Ohio","2015","World Total","2,935,864"
"980 Goods Returned (exports For Canada Only)","Ohio","2016","World Total","3,949,279"
"980 Goods Returned (exports For Canada Only)","Ohio","2017","World Total","5,441,532"
"980 Goods Returned (exports For Canada Only)","Ohio","2018","World Total","3,072,048"
"980 Goods Returned (exports For Canada Only)","Oklahoma","2014","World Total","1,080,417"
"980 Goods Returned (exports For Canada Only)","Oklahoma","2015","World Total","1,119,967"
"980 Goods Returned (exports For Canada Only)","Oklahoma","2016","World Total","54,924"
"980 Goods Returned (exports For Canada Only)","Oklahoma","2017","World Total","197,317"
"980 Goods Returned (exports For Canada Only)","Oklahoma","2018","World Total","577,535"
"980 Goods Returned (exports For Canada Only)","Oregon","2014","World Total","3,270,214"
"980 Goods Returned (exports For Canada Only)","Oregon","2015","World Total","227,988"
"980 Goods Returned (exports For Canada Only)","Oregon","2016","World Total","325,907"
"980 Goods Returned (exports For Canada Only)","Oregon","2017","World Total","275,056"
"980 Goods Returned (exports For Canada Only)","Oregon","2018","World Total","433,274"
"980 Goods Returned (exports For Canada Only)","Pennsylvania","2014","World Total","1,435,895"
"980 Goods Returned (exports For Canada Only)","Pennsylvania","2015","World Total","920,612"
"980 Goods Returned (exports For Canada Only)","Pennsylvania","2016","World Total","1,661,784"
"980 Goods Returned (exports For Canada Only)","Pennsylvania","2017","World Total","2,281,023"
"980 Goods Returned (exports For Canada Only)","Pennsylvania","2018","World Total","3,600,123"
"980 Goods Returned (exports For Canada Only)","Puerto Rico","2014","World Total","14,872"
"980 Goods Returned (exports For Canada Only)","Puerto Rico","2015","World Total","3,861"
"980 Goods Returned (exports For Canada Only)","Puerto Rico","2016","World Total","47,818"
"980 Goods Returned (exports For Canada Only)","Puerto Rico","2017","World Total","27,228"
"980 Goods Returned (exports For Canada Only)","Rhode Island","2014","World Total","24,632"
"980 Goods Returned (exports For Canada Only)","Rhode Island","2015","World Total","12,879"
"980 Goods Returned (exports For Canada Only)","Rhode Island","2016","World Total","34,124"
"980 Goods Returned (exports For Canada Only)","Rhode Island","2017","World Total","119,152"
"980 Goods Returned (exports For Canada Only)","Rhode Island","2018","World Total","83,863"
"980 Goods Returned (exports For Canada Only)","South Carolina","2014","World Total","2,304,426"
"980 Goods Returned (exports For Canada Only)","South Carolina","2015","World Total","1,372,206"
"980 Goods Returned (exports For Canada Only)","South Carolina","2016","World Total","1,331,152"
"980 Goods Returned (exports For Canada Only)","South Carolina","2017","World Total","889,657"
"980 Goods Returned (exports For Canada Only)","South Carolina","2018","World Total","1,724,258"
"980 Goods Returned (exports For Canada Only)","South Dakota","2014","World Total","74,452"
"980 Goods Returned (exports For Canada Only)","South Dakota","2015","World Total","73,301"
"980 Goods Returned (exports For Canada Only)","South Dakota","2016","World Total","144,879"
"980 Goods Returned (exports For Canada Only)","South Dakota","2017","World Total","21,143"
"980 Goods Returned (exports For Canada Only)","South Dakota","2018","World Total","86,387"
"980 Goods Returned (exports For Canada Only)","Tennessee","2014","World Total","2,130,835"
"980 Goods Returned (exports For Canada Only)","Tennessee","2015","World Total","3,698,812"
"980 Goods Returned (exports For Canada Only)","Tennessee","2016","World Total","1,083,704"
"980 Goods Returned (exports For Canada Only)","Tennessee","2017","World Total","890,082"
"980 Goods Returned (exports For Canada Only)","Tennessee","2018","World Total","1,595,590"
"980 Goods Returned (exports For Canada Only)","Texas","2014","World Total","6,847,353"
"980 Goods Returned (exports For Canada Only)","Texas","2015","World Total","2,527,313"
"980 Goods Returned (exports For Canada Only)","Texas","2016","World Total","4,477,031"
"980 Goods Returned (exports For Canada Only)","Texas","2017","World Total","2,589,712"
"980 Goods Returned (exports For Canada Only)","Texas","2018","World Total","5,390,061"
"980 Goods Returned (exports For Canada Only)","US Virgin Islands","2015","World Total","3,666"
"980 Goods Returned (exports For Canada Only)","Utah","2014","World Total","530,750"
"980 Goods Returned (exports For Canada Only)","Utah","2015","World Total","194,890"
"980 Goods Returned (exports For Canada Only)","Utah","2016","World Total","64,125"
"980 Goods Returned (exports For Canada Only)","Utah","2017","World Total","169,981"
"980 Goods Returned (exports For Canada Only)","Utah","2018","World Total","111,091"
"980 Goods Returned (exports For Canada Only)","Vermont","2014","World Total","471,231"
"980 Goods Returned (exports For Canada Only)","Vermont","2015","World Total","316,941"
"980 Goods Returned (exports For Canada Only)","Vermont","2016","World Total","208,980"
"980 Goods Returned (exports For Canada Only)","Vermont","2017","World Total","178,143"
"980 Goods Returned (exports For Canada Only)","Vermont","2018","World Total","60,898"
"980 Goods Returned (exports For Canada Only)","Virginia","2014","World Total","985,800"
"980 Goods Returned (exports For Canada Only)","Virginia","2015","World Total","348,814"
"980 Goods Returned (exports For Canada Only)","Virginia","2016","World Total","321,724"
"980 Goods Returned (exports For Canada Only)","Virginia","2017","World Total","1,263,543"
"980 Goods Returned (exports For Canada Only)","Virginia","2018","World Total","455,992"
"980 Goods Returned (exports For Canada Only)","Washington","2014","World Total","10,847,652"
"980 Goods Returned (exports For Canada Only)","Washington","2015","World Total","8,148,037"
"980 Goods Returned (exports For Canada Only)","Washington","2016","World Total","7,248,438"
"980 Goods Returned (exports For Canada Only)","Washington","2017","World Total","5,383,077"
"980 Goods Returned (exports For Canada Only)","Washington","2018","World Total","4,196,546"
"980 Goods Returned (exports For Canada Only)","West Virginia","2014","World Total","152,118"
"980 Goods Returned (exports For Canada Only)","West Virginia","2015","World Total","18,236"
"980 Goods Returned (exports For Canada Only)","West Virginia","2016","World Total","16,319"
"980 Goods Returned (exports For Canada Only)","West Virginia","2017","World Total","45,886"
"980 Goods Returned (exports For Canada Only)","West Virginia","2018","World Total","9,170"
"980 Goods Returned (exports For Canada Only)","Wisconsin","2014","World Total","2,176,635"
"980 Goods Returned (exports For Canada Only)","Wisconsin","2015","World Total","810,016"
"980 Goods Returned (exports For Canada Only)","Wisconsin","2016","World Total","869,224"
"980 Goods Returned (exports For Canada Only)","Wisconsin","2017","World Total","1,153,398"
"980 Goods Returned (exports For Canada Only)","Wisconsin","2018","World Total","701,857"
"980 Goods Returned (exports For Canada Only)","Wyoming","2014","World Total","320,981"
"980 Goods Returned (exports For Canada Only)","Wyoming","2015","World Total","339,240"
"980 Goods Returned (exports For Canada Only)","Wyoming","2016","World Total","397,920"
"980 Goods Returned (exports For Canada Only)","Wyoming","2017","World Total","66,385"
"980 Goods Returned (exports For Canada Only)","Wyoming","2018","World Total","321,933"
"980 Goods Returned (exports For Canada Only)","Unknown","2014","World Total","9,192,064"
"980 Goods Returned (exports For Canada Only)","Unknown","2015","World Total","8,139,714"
"980 Goods Returned (exports For Canada Only)","Unknown","2016","World Total","5,473,114"
"980 Goods Returned (exports For Canada Only)","Unknown","2017","World Total","6,566,831"
"980 Goods Returned (exports For Canada Only)","Unknown","2018","World Total","5,729,708"
"990 Other Special Classification Provisions","Alabama","2014","World Total","43,937,308"
"990 Other Special Classification Provisions","Alabama","2015","World Total","62,380,201"
"990 Other Special Classification Provisions","Alabama","2016","World Total","82,067,947"
"990 Other Special Classification Provisions","Alabama","2017","World Total","86,034,012"
"990 Other Special Classification Provisions","Alabama","2018","World Total","69,960,073"
"990 Other Special Classification Provisions","Alaska","2014","World Total","2,194,414"
"990 Other Special Classification Provisions","Alaska","2015","World Total","2,543,013"
"990 Other Special Classification Provisions","Alaska","2016","World Total","7,828,092"
"990 Other Special Classification Provisions","Alaska","2017","World Total","5,257,610"
"990 Other Special Classification Provisions","Alaska","2018","World Total","18,714,512"
"990 Other Special Classification Provisions","Arizona","2014","World Total","178,553,501"
"990 Other Special Classification Provisions","Arizona","2015","World Total","234,819,122"
"990 Other Special Classification Provisions","Arizona","2016","World Total","328,533,301"
"990 Other Special Classification Provisions","Arizona","2017","World Total","286,128,632"
"990 Other Special Classification Provisions","Arizona","2018","World Total","291,715,586"
"990 Other Special Classification Provisions","Arkansas","2014","World Total","132,698,989"
"990 Other Special Classification Provisions","Arkansas","2015","World Total","159,191,679"
"990 Other Special Classification Provisions","Arkansas","2016","World Total","173,402,861"
"990 Other Special Classification Provisions","Arkansas","2017","World Total","105,302,356"
"990 Other Special Classification Provisions","Arkansas","2018","World Total","91,428,762"
"990 Other Special Classification Provisions","California","2014","World Total","1,302,241,392"
"990 Other Special Classification Provisions","California","2015","World Total","1,079,743,993"
"990 Other Special Classification Provisions","California","2016","World Total","1,075,997,607"
"990 Other Special Classification Provisions","California","2017","World Total","1,125,010,773"
"990 Other Special Classification Provisions","California","2018","World Total","933,609,154"
"990 Other Special Classification Provisions","Colorado","2014","World Total","44,962,208"
"990 Other Special Classification Provisions","Colorado","2015","World Total","43,864,679"
"990 Other Special Classification Provisions","Colorado","2016","World Total","36,681,829"
"990 Other Special Classification Provisions","Colorado","2017","World Total","39,945,188"
"990 Other Special Classification Provisions","Colorado","2018","World Total","37,430,624"
"990 Other Special Classification Provisions","Connecticut","2014","World Total","293,866,632"
"990 Other Special Classification Provisions","Connecticut","2015","World Total","358,881,963"
"990 Other Special Classification Provisions","Connecticut","2016","World Total","606,051,799"
"990 Other Special Classification Provisions","Connecticut","2017","World Total","797,453,263"
"990 Other Special Classification Provisions","Connecticut","2018","World Total","937,934,334"
"990 Other Special Classification Provisions","Delaware","2014","World Total","2,588,232"
"990 Other Special Classification Provisions","Delaware","2015","World Total","5,822,577"
"990 Other Special Classification Provisions","Delaware","2016","World Total","2,476,049"
"990 Other Special Classification Provisions","Delaware","2017","World Total","2,499,097"
"990 Other Special Classification Provisions","Delaware","2018","World Total","3,496,229"
"990 Other Special Classification Provisions","Dist of Columbia","2014","World Total","63,859,402"
"990 Other Special Classification Provisions","Dist of Columbia","2015","World Total","67,599,318"
"990 Other Special Classification Provisions","Dist of Columbia","2016","World Total","69,565,850"
"990 Other Special Classification Provisions","Dist of Columbia","2017","World Total","93,233,442"
"990 Other Special Classification Provisions","Dist of Columbia","2018","World Total","347,664,245"
"990 Other Special Classification Provisions","Florida","2014","World Total","955,905,622"
"990 Other Special Classification Provisions","Florida","2015","World Total","879,473,845"
"990 Other Special Classification Provisions","Florida","2016","World Total","823,767,538"
"990 Other Special Classification Provisions","Florida","2017","World Total","864,548,042"
"990 Other Special Classification Provisions","Florida","2018","World Total","996,458,550"
"990 Other Special Classification Provisions","Georgia","2014","World Total","272,243,879"
"990 Other Special Classification Provisions","Georgia","2015","World Total","319,561,881"
"990 Other Special Classification Provisions","Georgia","2016","World Total","372,337,846"
"990 Other Special Classification Provisions","Georgia","2017","World Total","467,827,190"
"990 Other Special Classification Provisions","Georgia","2018","World Total","566,477,562"
"990 Other Special Classification Provisions","Hawaii","2014","World Total","40,367,713"
"990 Other Special Classification Provisions","Hawaii","2015","World Total","24,611,738"
"990 Other Special Classification Provisions","Hawaii","2016","World Total","52,641,059"
"990 Other Special Classification Provisions","Hawaii","2017","World Total","7,858,175"
"990 Other Special Classification Provisions","Hawaii","2018","World Total","26,408,809"
"990 Other Special Classification Provisions","Idaho","2014","World Total","87,972,337"
"990 Other Special Classification Provisions","Idaho","2015","World Total","147,385,215"
"990 Other Special Classification Provisions","Idaho","2016","World Total","144,225,467"
"990 Other Special Classification Provisions","Idaho","2017","World Total","145,552,289"
"990 Other Special Classification Provisions","Idaho","2018","World Total","177,609,891"
"990 Other Special Classification Provisions","Illinois","2014","World Total","210,677,325"
"990 Other Special Classification Provisions","Illinois","2015","World Total","201,025,957"
"990 Other Special Classification Provisions","Illinois","2016","World Total","161,399,786"
"990 Other Special Classification Provisions","Illinois","2017","World Total","236,064,384"
"990 Other Special Classification Provisions","Illinois","2018","World Total","175,929,693"
"990 Other Special Classification Provisions","Indiana","2014","World Total","158,907,008"
"990 Other Special Classification Provisions","Indiana","2015","World Total","151,152,026"
"990 Other Special Classification Provisions","Indiana","2016","World Total","183,725,413"
"990 Other Special Classification Provisions","Indiana","2017","World Total","181,267,914"
"990 Other Special Classification Provisions","Indiana","2018","World Total","185,073,111"
"990 Other Special Classification Provisions","Iowa","2014","World Total","20,194,182"
"990 Other Special Classification Provisions","Iowa","2015","World Total","21,791,219"
"990 Other Special Classification Provisions","Iowa","2016","World Total","22,393,082"
"990 Other Special Classification Provisions","Iowa","2017","World Total","25,335,860"
"990 Other Special Classification Provisions","Iowa","2018","World Total","16,001,321"
"990 Other Special Classification Provisions","Kansas","2014","World Total","221,125,112"
"990 Other Special Classification Provisions","Kansas","2015","World Total","298,869,172"
"990 Other Special Classification Provisions","Kansas","2016","World Total","335,529,685"
"990 Other Special Classification Provisions","Kansas","2017","World Total","399,455,399"
"990 Other Special Classification Provisions","Kansas","2018","World Total","600,188,074"
"990 Other Special Classification Provisions","Kentucky","2014","World Total","41,281,561"
"990 Other Special Classification Provisions","Kentucky","2015","World Total","47,140,710"
"990 Other Special Classification Provisions","Kentucky","2016","World Total","64,367,431"
"990 Other Special Classification Provisions","Kentucky","2017","World Total","55,518,217"
"990 Other Special Classification Provisions","Kentucky","2018","World Total","38,235,323"
"990 Other Special Classification Provisions","Louisiana","2014","World Total","10,182,902"
"990 Other Special Classification Provisions","Louisiana","2015","World Total","15,050,576"
"990 Other Special Classification Provisions","Louisiana","2016","World Total","15,014,182"
"990 Other Special Classification Provisions","Louisiana","2017","World Total","35,322,392"
"990 Other Special Classification Provisions","Louisiana","2018","World Total","16,196,561"
